phi,label,score
78,Line art,0.669398844242096
78,Sketch,0.6473897099494934
78,Illustration,0.6402102112770081
78,Black-and-white,0.5640789866447449
79,Black-and-white,0.8072261214256287
79,Drawing,0.7938714623451233
79,Illustration,0.7493422031402588
79,Line art,0.7438330054283142
79,Snout,0.7342774271965027
79,Sketch,0.7058554887771606
79,Monochrome,0.6431529521942139
79,Ink,0.5484297871589661
79,Style,0.5095184445381165
79,Art,0.502187192440033
80,Drawing,0.8027489185333252
80,Eye,0.7586227655410767
80,Line art,0.7541915774345398
80,Sketch,0.7119176983833313
80,Black-and-white,0.6834213137626648
80,Illustration,0.6225569844245911
81,Drawing,0.7730106115341187
81,Line art,0.766642153263092
81,Sketch,0.6679047346115112
81,Illustration,0.6554555892944336
81,Black-and-white,0.5640789866447449
82,Drawing,0.7786838412284851
82,Line art,0.761725902557373
82,Sketch,0.6791298389434814
82,Hand,0.6600293517112732
82,Illustration,0.5765818953514099
82,Black-and-white,0.5640789866447449
82,Gesture,0.5173180103302002
83,Drawing,0.7915089130401611
83,Line art,0.7330954670906067
83,Sketch,0.6995635032653809
83,Illustration,0.5765818953514099
83,Black-and-white,0.5640789866447449
84,Line art,0.7809068560600281
84,Drawing,0.7758903503417969
84,Eye,0.7586227655410767
84,Sketch,0.6791298389434814
84,Illustration,0.6402102112770081
84,Black-and-white,0.5640789866447449
85,Drawing,0.8401148915290833
85,Sketch,0.7605001926422119
85,Line art,0.7490581274032593
85,Illustration,0.6912711262702942
85,Hand,0.6600293517112732
85,Black-and-white,0.5640789866447449
85,Artwork,0.5229488015174866
85,Gesture,0.5173180103302002
86,Drawing,0.8027489185333252
86,Line art,0.7358167171478271
86,Sketch,0.7027392387390137
86,Illustration,0.6806615591049194
86,Plant,0.585474967956543
86,Black-and-white,0.5640789866447449
87,Hare,0.9207014441490173
87,Domestic rabbit,0.8990700244903564
87,Rabbit,0.8249280452728271
87,Drawing,0.8182293772697449
87,Snout,0.7840312123298645
87,Rabbits and Hares,0.718863844871521
87,Line art,0.7162227630615234
87,Sketch,0.7148675322532654
87,Illustration,0.6912711262702942
87,Black-and-white,0.6834213137626648
88,Drawing,0.7961740493774414
88,Line art,0.769069254398346
88,Snout,0.7342774271965027
88,Hare,0.7164334654808044
88,Black-and-white,0.6834213137626648
88,Illustration,0.6806615591049194
88,Sketch,0.6754698753356934
88,Rabbit,0.5648083686828613
88,Ear,0.5123199820518494
89,Drawing,0.8164358735084534
89,Line art,0.7809068560600281
89,Illustration,0.7316700220108032
89,Sketch,0.7119176983833313
89,Black-and-white,0.6834213137626648
89,Hare,0.6399408578872681
89,Gesture,0.5173180103302002
90,Line art,0.8540809750556946
90,Hare,0.837934672832489
90,Drawing,0.8164358735084534
90,Rabbit,0.8022900819778442
90,Domestic rabbit,0.7694956660270691
90,Black-and-white,0.7436744570732117
90,Snout,0.7342774271965027
90,Illustration,0.7095673680305481
90,Sketch,0.7058554887771606
90,Rabbits and Hares,0.6507852673530579
91,Hare,0.9061206579208374
91,Line art,0.8813744187355042
91,Rabbit,0.8717197179794312
91,Drawing,0.8692909479141235
91,Domestic rabbit,0.8227695822715759
91,Sketch,0.7888275384902954
91,Snout,0.7840312123298645
91,Black-and-white,0.7811979055404663
91,Illustration,0.7639288306236267
91,Rabbits and Hares,0.7571075558662415
92,Hare,0.918144702911377
92,Domestic rabbit,0.8936314582824707
92,Drawing,0.8906058669090271
92,Rabbit,0.8892686367034912
92,Line art,0.8393826484680176
92,Black-and-white,0.8265277147293091
92,Sketch,0.8223191499710083
92,Snout,0.8091163635253906
92,Rabbits and Hares,0.8089937567710876
92,Illustration,0.7762597799301147
93,Drawing,0.828284502029419
93,Eye,0.7586227655410767
93,Black-and-white,0.7436744570732117
93,Line art,0.7330954670906067
93,Illustration,0.7316700220108032
93,Sketch,0.7089143395423889
93,Hare,0.665086567401886
93,Domestic rabbit,0.5948631763458252
93,Rabbit,0.5839642882347107
93,Monochrome,0.5442906022071838
94,Drawing,0.8576133251190186
94,Eye,0.7586227655410767
94,Sketch,0.7417742013931274
94,Line art,0.7162227630615234
94,Black-and-white,0.6834213137626648
94,Illustration,0.6688148975372314
94,Ear,0.5822066068649292
94,Hare,0.5610336661338806
95,Drawing,0.8692909479141235
95,Eye,0.7586227655410767
95,Sketch,0.7514069080352783
95,Line art,0.7103802561759949
95,Illustration,0.7008524537086487
95,Black-and-white,0.6834213137626648
95,Artwork,0.5107235908508301
96,Drawing,0.8553162813186646
96,Eye,0.7586227655410767
96,Black-and-white,0.7436744570732117
96,Sketch,0.7417742013931274
96,Line art,0.7044222354888916
96,Illustration,0.6912711262702942
96,Ink,0.5484297871589661
97,Drawing,0.8401148915290833
97,Eye,0.7865645289421082
97,Sketch,0.7261655926704407
97,Illustration,0.6402102112770081
97,Line art,0.614313006401062
97,Black-and-white,0.5640789866447449
97,Ear,0.5123199820518494
97,Hare,0.5005422830581665
98,Drawing,0.8454797267913818
98,Line art,0.7438330054283142
98,Black-and-white,0.7436744570732117
98,Sketch,0.731535792350769
98,Illustration,0.6688148975372314
98,Hare,0.6310743093490601
98,Ear,0.5123199820518494
99,Hare,0.8476756811141968
99,Drawing,0.8199871778488159
99,Eye,0.7586227655410767
99,Snout,0.7342774271965027
99,Rabbit,0.716814398765564
99,Sketch,0.693024754524231
99,Line art,0.6625825762748718
99,Illustration,0.6554555892944336
99,Domestic rabbit,0.644738495349884
99,Ear,0.5822066068649292
100,Hare,0.8256011605262756
100,Drawing,0.8250590562820435
100,Rabbit,0.7475425004959106
100,Sketch,0.7392742037773132
100,Snout,0.7342774271965027
100,Illustration,0.7095673680305481
100,Domestic rabbit,0.7024060487747192
100,Black-and-white,0.6834213137626648
100,Line art,0.6556150913238525
100,Rabbits and Hares,0.6242384910583496
101,Drawing,0.844169020652771
101,Eye,0.7865645289421082
101,Line art,0.7330954670906067
101,Sketch,0.7261655926704407
101,Illustration,0.7095673680305481
101,Black-and-white,0.5640789866447449
101,Ear,0.5123199820518494
102,Drawing,0.8564721941947937
102,Sketch,0.753728449344635
102,Illustration,0.7438470125198364
102,Hand,0.6969173550605774
102,Line art,0.5978914499282837
102,Gesture,0.585419237613678
102,Black-and-white,0.5640789866447449
103,Drawing,0.8428384065628052
103,Eye,0.7586227655410767
103,Sketch,0.75601726770401
103,Line art,0.7219536900520325
103,Hand,0.6600293517112732
103,Illustration,0.6402102112770081
103,Black-and-white,0.5640789866447449
103,Gesture,0.5173180103302002
104,Hare,0.8438353538513184
104,Drawing,0.8006102442741394
104,Eye,0.7586227655410767
104,Snout,0.7342774271965027
104,Illustration,0.7248833179473877
104,Rabbit,0.688862144947052
104,Sketch,0.6754698753356934
104,Line art,0.6591180562973022
104,Ear,0.6300452351570129
104,Black-and-white,0.5640789866447449
105,Hare,0.845764696598053
105,Drawing,0.8217105269432068
105,Snout,0.7342774271965027
105,Illustration,0.7248833179473877
105,Sketch,0.7119176983833313
105,Rabbit,0.7078032493591309
105,Black-and-white,0.6834213137626648
105,Rabbits and Hares,0.6344661712646484
105,Line art,0.633745551109314
105,Domestic rabbit,0.5829328894615173
106,Hare,0.9232183694839478
106,Drawing,0.8182293772697449
106,Rabbit,0.804431140422821
106,Snout,0.7840312123298645
106,Rabbits and Hares,0.7264016270637512
106,Illustration,0.7248833179473877
106,Sketch,0.6896571516990662
106,Line art,0.6889951825141907
106,Domestic rabbit,0.6842244863510132
106,Black-and-white,0.6834213137626648
107,Hare,0.8916784524917603
107,Drawing,0.832910418510437
107,Rabbit,0.7913141846656799
107,Illustration,0.7438470125198364
107,Snout,0.7342774271965027
107,Line art,0.7247785329818726
107,Sketch,0.7206135392189026
107,Rabbits and Hares,0.6722564697265625
107,Domestic rabbit,0.6341751217842102
107,Ear,0.5822066068649292
108,Hare,0.9219648838043213
108,Drawing,0.828284502029419
108,Rabbit,0.7845017313957214
108,Snout,0.7342774271965027
108,Line art,0.7303489446640015
108,Illustration,0.7248833179473877
108,Sketch,0.7177655696868896
108,Rabbits and Hares,0.7005233764648438
108,Ear,0.6932718753814697
108,Domestic rabbit,0.6699205040931702
109,Drawing,0.8343995213508606
109,Line art,0.761725902557373
109,Sketch,0.75601726770401
109,Illustration,0.7095673680305481
109,Hare,0.6882500052452087
109,Ear,0.5822066068649292
109,Black-and-white,0.5640789866447449
110,Hare,0.9329050183296204
110,Drawing,0.8234007358551025
110,Rabbit,0.7867922186851501
110,Line art,0.7641944289207458
110,Illustration,0.7438470125198364
110,Sketch,0.7392742037773132
110,Snout,0.7342774271965027
110,Rabbits and Hares,0.731326699256897
110,Ear,0.6300452351570129
110,Black-and-white,0.5640789866447449
111,Drawing,0.8234007358551025
111,Hare,0.7937259674072266
111,Sketch,0.7514069080352783
111,Snout,0.7342774271965027
111,Illustration,0.7008524537086487
111,Ear,0.6300452351570129
111,Line art,0.5850194096565247
111,Black-and-white,0.5640789866447449
111,Rabbit,0.533717930316925
111,Gesture,0.5173180103302002
112,Drawing,0.8343995213508606
112,Sketch,0.7605001926422119
112,Hand,0.6969173550605774
112,Illustration,0.6688148975372314
112,Gesture,0.6235496997833252
112,Line art,0.6020739674568176
112,Black-and-white,0.5640789866447449
113,Drawing,0.852958083152771
113,Sketch,0.8129605054855347
113,Hand,0.7216579914093018
113,Illustration,0.6688148975372314
113,Gesture,0.6495715975761414
113,Line art,0.5806165337562561
113,Black-and-white,0.5640789866447449
114,Drawing,0.8598524928092957
114,Sketch,0.7924997210502625
114,Hand,0.7216579914093018
114,Illustration,0.7175435423851013
114,Black-and-white,0.6834213137626648
114,Hare,0.6807345747947693
114,Line art,0.666009247303009
114,Gesture,0.6376084685325623
114,Artwork,0.5107235908508301
115,Drawing,0.8576133251190186
115,Sketch,0.7943053245544434
115,Illustration,0.7682583928108215
115,Hare,0.6919341087341309
115,Black-and-white,0.6834213137626648
115,Hand,0.6600293517112732
115,Gesture,0.5575108528137207
115,Artwork,0.5107235908508301
115,Art,0.502187192440033
116,Drawing,0.8387206792831421
116,Sketch,0.8207949995994568
116,Eye,0.7586227655410767
116,Illustration,0.7248833179473877
116,Black-and-white,0.5640789866447449
117,Drawing,0.8234007358551025
117,Hand,0.8143068552017212
117,Sketch,0.797857940196991
117,Gesture,0.7130264639854431
117,Illustration,0.6017356514930725
117,Black-and-white,0.5640789866447449
118,Drawing,0.8553162813186646
118,Sketch,0.8064176440238953
118,Hand,0.7216579914093018
118,Illustration,0.7175435423851013
118,Gesture,0.585419237613678
118,Line art,0.5806165337562561
118,Black-and-white,0.5640789866447449
119,Drawing,0.8787521123886108
119,Sketch,0.8437027931213379
119,Hand,0.7399766445159912
119,Illustration,0.7316700220108032
119,Gesture,0.6065987944602966
119,Black-and-white,0.5640789866447449
119,Line art,0.5624093413352966
119,Artwork,0.5107235908508301
119,Art,0.502187192440033
120,Drawing,0.8731912970542908
120,Sketch,0.8489958047866821
120,Illustration,0.7175435423851013
120,Hand,0.6600293517112732
120,Black-and-white,0.5640789866447449
120,Gesture,0.5173180103302002
121,Drawing,0.8682894706726074
121,Sketch,0.8528682589530945
121,Hand,0.7661135196685791
121,Gesture,0.6235496997833252
121,Illustration,0.6225569844245911
121,Black-and-white,0.5640789866447449
122,Drawing,0.837303876876831
122,Sketch,0.8368605971336365
122,Hand,0.6969173550605774
122,Illustration,0.6912711262702942
122,Gesture,0.5575108528137207
123,Drawing,0.8454797267913818
123,Sketch,0.8368605971336365
123,Hand,0.7543627619743347
123,Illustration,0.6806615591049194
123,Black-and-white,0.5640789866447449
123,Gesture,0.5575108528137207
124,Hand,0.8332167863845825
124,Drawing,0.8127357363700867
124,Sketch,0.8113487362861633
124,Gesture,0.6845905780792236
124,Illustration,0.5765818953514099
125,Sketch,0.8591513633728027
125,Drawing,0.8553162813186646
125,Hand,0.7661135196685791
125,Illustration,0.6688148975372314
125,Gesture,0.585419237613678
126,Drawing,0.8313954472541809
126,Sketch,0.8030468821525574
126,Hand,0.6969173550605774
126,Illustration,0.6912711262702942
126,Gesture,0.5173180103302002
127,Drawing,0.849298357963562
127,Sketch,0.8253272175788879
127,Hand,0.7844588160514832
127,Gesture,0.6495715975761414
127,Illustration,0.6402102112770081
127,Line art,0.5480886101722717
128,Drawing,0.8662528395652771
128,Sketch,0.8515863418579102
128,Hand,0.7759860754013062
128,Illustration,0.7095673680305481
128,Gesture,0.6495715975761414
128,Black-and-white,0.5640789866447449
128,Artwork,0.5107235908508301
128,Art,0.502187192440033
129,Drawing,0.884006917476654
129,Sketch,0.8813943862915039
129,Hand,0.7983900308609009
129,Eye,0.7586227655410767
129,Illustration,0.7316700220108032
129,Gesture,0.6235496997833252
129,Art,0.502187192440033
130,Drawing,0.8760127425193787
130,Sketch,0.873466432094574
130,Illustration,0.7316700220108032
130,Hand,0.6969173550605774
130,Gesture,0.5575108528137207
130,Line art,0.5121908187866211
130,Art,0.502187192440033
131,Drawing,0.8865323662757874
131,Sketch,0.8836105465888977
131,Eye,0.7586227655410767
131,Illustration,0.7544986605644226
131,Hand,0.6969173550605774
131,Black-and-white,0.5640789866447449
131,Gesture,0.5173180103302002
131,Artwork,0.5107235908508301
132,Drawing,0.862036943435669
132,Sketch,0.8382502198219299
132,Hand,0.8042354583740234
132,Eye,0.7586227655410767
132,Gesture,0.6495715975761414
132,Illustration,0.6225569844245911
132,Line art,0.5670532584190369
133,Drawing,0.8387206792831421
133,Hand,0.8264861106872559
133,Sketch,0.7906739115715027
133,Gesture,0.6599507927894592
133,Illustration,0.6402102112770081
134,Drawing,0.8662528395652771
134,Sketch,0.8423551321029663
134,Hand,0.8299670219421387
134,Eye,0.7586227655410767
134,Gesture,0.6599507927894592
134,Illustration,0.6402102112770081
134,Black-and-white,0.5640789866447449
135,Drawing,0.8914015889167786
135,Sketch,0.873466432094574
135,Hand,0.8227426409721375
135,Illustration,0.7095673680305481
135,Gesture,0.6772465705871582
135,Jaw,0.574067234992981
135,Line art,0.5012288093566895
136,Drawing,0.9034017324447632
136,Sketch,0.8780305981636047
136,Hand,0.7543627619743347
136,Illustration,0.7379721999168396
136,Line art,0.5670532584190369
136,Black-and-white,0.5640789866447449
136,Gesture,0.5173180103302002
137,Drawing,0.8805356025695801
137,Sketch,0.8463684320449829
137,Hand,0.7844588160514832
137,Illustration,0.6806615591049194
137,Gesture,0.585419237613678
137,Black-and-white,0.5640789866447449
138,Drawing,0.8968108296394348
138,Sketch,0.8603838086128235
138,Hand,0.8467945456504822
138,Illustration,0.7248833179473877
138,Gesture,0.6599507927894592
138,Artwork,0.5229488015174866
139,Drawing,0.8722315430641174
139,Sketch,0.8297426104545593
139,Hand,0.7661135196685791
139,Eye,0.7586227655410767
139,Illustration,0.6554555892944336
139,Black-and-white,0.5640789866447449
139,Gesture,0.5173180103302002
139,Artwork,0.5107235908508301
139,Graphics,0.5036579966545105
140,Drawing,0.8873602151870728
140,Sketch,0.8566627502441406
140,Illustration,0.7095673680305481
140,Hand,0.6969173550605774
140,Black-and-white,0.5640789866447449
140,Artwork,0.5519563555717468
140,Gesture,0.5173180103302002
140,Graphics,0.5036579966545105
140,Line art,0.5012288093566895
141,Drawing,0.8731912970542908
141,Sketch,0.8326247334480286
141,Hand,0.7918520569801331
141,Illustration,0.6912711262702942
141,Gesture,0.6376084685325623
141,Black-and-white,0.5640789866447449
141,Artwork,0.5107235908508301
142,Drawing,0.862036943435669
142,Sketch,0.8223191499710083
142,Illustration,0.6912711262702942
142,Hand,0.6600293517112732
142,Black-and-white,0.5640789866447449
142,Gesture,0.5173180103302002
142,Line art,0.5121908187866211
142,Artwork,0.5107235908508301
143,Drawing,0.8387206792831421
143,Sketch,0.8192569613456726
143,Illustration,0.7438470125198364
143,Font,0.6857237815856934
143,Black-and-white,0.5640789866447449
143,Graphics,0.5462720394134521
143,Artwork,0.5337058305740356
143,Line art,0.5121908187866211
144,Drawing,0.8822867274284363
144,Sketch,0.8354599475860596
144,Illustration,0.7961652278900146
144,Hand,0.6969173550605774
144,Line art,0.5761554837226868
144,Black-and-white,0.5640789866447449
144,Artwork,0.5337058305740356
144,Gesture,0.5173180103302002
144,Art,0.502187192440033
145,Drawing,0.8027489185333252
145,Sketch,0.7234130501747131
145,Illustration,0.7175435423851013
145,Black-and-white,0.5640789866447449
145,Gesture,0.5173180103302002
146,Drawing,0.8048377633094788
146,Illustration,0.7438470125198364
146,Sketch,0.7234130501747131
147,Drawing,0.8127357363700867
147,Illustration,0.7835041880607605
147,Sketch,0.7234130501747131
147,Black-and-white,0.5640789866447449
148,Drawing,0.7890833616256714
148,Hand,0.7661135196685791
148,Sketch,0.7089143395423889
148,Gesture,0.6376084685325623
148,Illustration,0.6017356514930725
149,Drawing,0.8108260035514832
149,Illustration,0.7095673680305481
149,Sketch,0.6896571516990662
150,Drawing,0.8146051168441772
150,Sketch,0.7442363500595093
150,Illustration,0.7175435423851013
150,Line art,0.6020739674568176
150,Black-and-white,0.5640789866447449
150,Artwork,0.5107235908508301
151,Drawing,0.8217105269432068
151,Illustration,0.7639288306236267
151,Sketch,0.7605001926422119
151,Fish,0.5731056928634644
151,Line art,0.5175482034683228
152,Drawing,0.8006102442741394
152,Illustration,0.7175435423851013
152,Sketch,0.6896571516990662
152,Graphics,0.5462720394134521
153,Drawing,0.8298537731170654
153,Sketch,0.7490517497062683
153,Illustration,0.7248833179473877
153,Line art,0.6889951825141907
154,Drawing,0.8006102442741394
154,Illustration,0.7248833179473877
154,Sketch,0.7148675322532654
155,Drawing,0.8108260035514832
155,Illustration,0.7639288306236267
155,Sketch,0.7417742013931274
155,Line art,0.6222258806228638
155,Black-and-white,0.5640789866447449
155,Graphics,0.5272958874702454
156,Drawing,0.8088743686676025
156,Illustration,0.7723621129989624
156,Sketch,0.7417742013931274
156,Line art,0.7275767922401428
156,Font,0.6857237815856934
156,Black-and-white,0.6834213137626648
156,Graphics,0.586298406124115
156,Artwork,0.5337058305740356
156,Art,0.502187192440033
157,Drawing,0.849298357963562
157,Eye,0.8048999905586243
157,Sketch,0.7869599461555481
157,Illustration,0.7593508362770081
157,Line art,0.7103802561759949
157,Black-and-white,0.6834213137626648
158,Drawing,0.786591649055481
158,Eye,0.7586227655410767
158,Illustration,0.7379721999168396
158,Sketch,0.6791298389434814
158,Black-and-white,0.5640789866447449
158,Graphics,0.5272958874702454
158,Line art,0.5121908187866211
159,Drawing,0.8250590562820435
159,Sketch,0.7626960277557373
159,Illustration,0.7593508362770081
159,Line art,0.7358167171478271
159,Tree,0.6869218349456787
159,Black-and-white,0.5640789866447449
159,Graphics,0.5272958874702454
160,Drawing,0.7461584806442261
160,Illustration,0.6688148975372314
160,Sketch,0.655890703201294
160,Line art,0.614313006401062
160,Black-and-white,0.5640789866447449
160,Graphics,0.5619082450866699
161,Drawing,0.8662528395652771
161,Sketch,0.7792679071426392
161,Illustration,0.7639288306236267
161,Eye,0.7586227655410767
161,Line art,0.6889951825141907
161,Tree,0.6869218349456787
161,Black-and-white,0.5640789866447449
161,Artwork,0.5433015823364258
161,Art,0.502187192440033
162,Drawing,0.8598524928092957
162,Sketch,0.7732500433921814
162,Illustration,0.7248833179473877
162,Line art,0.7103802561759949
162,Tree,0.6869218349456787
162,Black-and-white,0.6834213137626648
162,Jaw,0.6302052736282349
163,Drawing,0.8199871778488159
163,Illustration,0.7175435423851013
163,Sketch,0.7119176983833313
163,Tree,0.6869218349456787
163,Font,0.6857237815856934
163,Black-and-white,0.6834213137626648
163,Art,0.502187192440033
164,Drawing,0.8182293772697449
164,Sketch,0.7148675322532654
164,Tree,0.6869218349456787
164,Illustration,0.6554555892944336
164,Jaw,0.574067234992981
164,Black-and-white,0.5640789866447449
164,Art,0.502187192440033
165,Drawing,0.849298357963562
165,Eye,0.7865645289421082
165,Sketch,0.7417742013931274
165,Illustration,0.7379721999168396
165,Line art,0.5893653631210327
165,Jaw,0.574067234992981
165,Art,0.502187192440033
166,Drawing,0.8234007358551025
166,Sketch,0.7392742037773132
166,Illustration,0.7316700220108032
166,Line art,0.5431800484657288
166,Art,0.502187192440033
167,Drawing,0.8048377633094788
167,Illustration,0.7379721999168396
167,Sketch,0.7089143395423889
167,Font,0.6857237815856934
167,Black-and-white,0.6834213137626648
167,Line art,0.5761554837226868
167,Graphics,0.5272958874702454
167,Art,0.502187192440033
168,Drawing,0.806878924369812
168,Eye,0.7586227655410767
168,Illustration,0.7544986605644226
168,Black-and-white,0.6834213137626648
168,Sketch,0.6030424237251282
168,Line art,0.5577016472816467
168,Clip art,0.5041434168815613
168,Art,0.502187192440033
169,Drawing,0.8217105269432068
169,Illustration,0.7248833179473877
169,Sketch,0.7234130501747131
169,Tree,0.6869218349456787
169,Line art,0.666009247303009
169,Black-and-white,0.5640789866447449
169,Graphics,0.5619082450866699
169,Artwork,0.5107235908508301
169,Art,0.502187192440033
170,Drawing,0.8401148915290833
170,Eye,0.7586227655410767
170,Illustration,0.7379721999168396
170,Sketch,0.6963261365890503
170,Jaw,0.574067234992981
170,Line art,0.5577016472816467
170,Art,0.502187192440033
171,Drawing,0.8564721941947937
171,Sketch,0.7752808928489685
171,Illustration,0.7248833179473877
171,Line art,0.5806165337562561
172,Drawing,0.8937532305717468
172,Sketch,0.8541415333747864
172,Illustration,0.7762597799301147
172,Eye,0.7586227655410767
172,Line art,0.6983447670936584
172,Black-and-white,0.5640789866447449
172,Ink,0.5210356116294861
172,Graphics,0.5036579966545105
172,Art,0.502187192440033
173,Drawing,0.8553162813186646
173,Sketch,0.7417742013931274
173,Illustration,0.6806615591049194
173,Line art,0.5382013320922852
173,Art,0.502187192440033
174,Drawing,0.8517550230026245
174,Eye,0.8048999905586243
174,Sketch,0.7605001926422119
174,Line art,0.7162227630615234
174,Illustration,0.7095673680305481
175,Drawing,0.8750816583633423
175,Sketch,0.8064176440238953
175,Eye,0.7586227655410767
175,Illustration,0.6806615591049194
175,Line art,0.6625825762748718
175,Ink,0.5056748390197754
176,Drawing,0.8564721941947937
176,Sketch,0.7792679071426392
176,Line art,0.7762302160263062
176,Illustration,0.7248833179473877
176,Art,0.502187192440033
177,Drawing,0.8769347071647644
177,Sketch,0.7996058464050293
177,Eye,0.7586227655410767
177,Illustration,0.7379721999168396
177,Line art,0.6448675990104675
178,Drawing,0.8848559260368347
178,Sketch,0.8207949995994568
178,Illustration,0.6912711262702942
178,Hand,0.6600293517112732
178,Line art,0.5806165337562561
179,Drawing,0.9245444536209106
179,Sketch,0.8847110271453857
179,Illustration,0.8017492890357971
179,Line art,0.6826000213623047
179,Fish,0.6642611622810364
179,Art,0.5813031792640686
179,Artwork,0.5519563555717468
